orderNumber,customerName,customerEmail,deliveryDate,totalAmount,currency,status,shippingAddress
SO-2024-1136,ClearView Optics,ops@clearviewoptics.com,2025-01-22,81681.45,INR,CONFIRMED,"144 Victoria Rd, New York, NY 10001, USA"
SO-2024-1137,Vanguard Motors,supply@vanguardmotors.com,2024-05-07,84430.35,USD,DELIVERED,"441 Victoria Rd, Miami, FL 33101, USA"
SO-2024-1138,Zenith Electronics,purchase@zenithelectronics.com,2024-05-14,13329.62,GBP,SHIPPED,"829 Victoria Rd, Austin, TX 73301, USA"
SO-2024-1139,Maple Creek Farms,supply@maplecreekfarms.com,2024-03-01,45754.12,USD,SHIPPED,"123 Innovation Dr, Sydney, NSW 2000, Australia"
SO-2024-1140,Apex Innovations,sales@apexinnovations.com,2024-08-26,98255.10,USD,DELIVERED,"978 Industrial Way, Berlin 10115, Germany"
SO-2024-1141,Evergreen Foods,purchase@evergreenfoods.com,2024-07-08,18343.46,USD,PENDING,"931 Warehouse Rd, Bangalore, Karnataka 560001, India"
SO-2024-1142,Horizon Textiles,orders@horizontextiles.com,2024-12-07,38759.20,JPY,PENDING,"474 Main St, Boston, MA 02101, USA"
SO-2024-1143,Horizon Textiles,ops@horizontextiles.com,2025-05-26,39761.90,INR,PENDING,"918 Main St, Sydney, NSW 2000, Australia"
SO-2024-1144,Global Traders Ltd,orders@globaltradersltd.com,2024-01-28,53529.00,EUR,PENDING,"10 Victoria Rd, Los Angeles, CA 90001, USA"
SO-2024-1145,Acme Corporation,ops@acmecorporation.com,2024-06-11,95560.70,USD,PENDING,"973 Tech Park Rd, Hyderabad, Telangana 500001, India"
SO-2024-1146,SilverLine Transport,admin@silverlinetransport.com,2024-03-27,48863.12,AUD,SHIPPED,"747 Main St, Dubai 00000, UAE"
SO-2024-1147,Quantum Retail,sales@quantumretail.com,2024-09-04,5816.74,USD,SHIPPED,"388 River Rd, Miami, FL 33101, USA"
SO-2024-1148,Delta Systems,orders@deltasystems.com,2024-05-23,1017.40,INR,SHIPPED,"740 King St, Hyderabad, Telangana 500001, India"
SO-2024-1149,ClearView Optics,purchase@clearviewoptics.com,,41085.56,USD,CANCELLED,"376 Park Ave, Denver, CO 80201, USA"
SO-2024-1150,Mosaic Designs,admin@mosaicdesigns.com,2024-08-09,21333.83,USD,CONFIRMED,"553 Harbor Blvd, Hyderabad, Telangana 500001, India"
SO-2024-1151,CoreBridge Solutions,procurement@corebridgesolutions.com,2025-02-13,23530.59,USD,CONFIRMED,"605 Main St, Chicago, IL 60601, USA"
SO-2024-1152,PrimePath Consulting,info@primepathconsulting.com,2024-07-26,57215.90,EUR,DELIVERED,"316 Victoria Rd, Hyderabad, Telangana 500001, India"
SO-2024-1153,SilverLine Transport,orders@silverlinetransport.com,2025-05-06,87495.57,USD,PENDING,"274 King St, Berlin 10115, Germany"
SO-2024-1154,Horizon Textiles,supply@horizontextiles.com,2024-08-26,52749.75,USD,DELIVERED,"269 King St, Los Angeles, CA 90001, USA"
SO-2024-1155,Ivory Tower Publishing,orders@ivorytowerpublishing.com,2025-06-09,95102.42,GBP,SHIPPED,"974 Victoria Rd, Munich 80331, Germany"
SO-2024-1156,Pinnacle Group,procurement@pinnaclegroup.com,2025-01-14,10204.21,AUD,CONFIRMED,"538 Warehouse Rd, Tokyo 100-0001, Japan"
SO-2024-1157,Pacific Imports Co,procurement@pacificimportsco.com,2025-02-23,67563.56,CAD,SHIPPED,"613 King St, Munich 80331, Germany"
SO-2024-1158,Sunrise Retail,sales@sunriseretail.com,2024-11-29,93777.33,USD,DELIVERED,"901 Industrial Way, San Francisco, CA 94105, USA"
SO-2024-1159,Sunrise Retail,supply@sunriseretail.com,2025-03-04,83182.11,EUR,CONFIRMED,"304 Oak St, Austin, TX 73301, USA"
SO-2024-1160,Mosaic Designs,admin@mosaicdesigns.com,2024-08-17,97467.15,USD,SHIPPED,"406 Warehouse Rd, Berlin 10115, Germany"
SO-2024-1161,NovaStar Tech,admin@novastartech.com,2024-07-12,69351.17,USD,CONFIRMED,"482 Industrial Way, Sydney, NSW 2000, Australia"
SO-2024-1162,PrimePath Consulting,procurement@primepathconsulting.com,2025-03-10,63318.53,JPY,SHIPPED,"246 Commerce Blvd, Manchester M1 1AA, UK"
SO-2024-1163,Trident Pharma,orders@tridentpharma.com,2024-05-09,56721.76,GBP,DELIVERED,"387 Central Ave, Manchester M1 1AA, UK"
SO-2024-1164,Lumen Lighting,info@lumenlighting.com,2024-02-24,17724.60,AUD,DELIVERED,"688 Tech Park Rd, Los Angeles, CA 90001, USA"
SO-2024-1165,Horizon Textiles,ops@horizontextiles.com,2024-12-09,74782.48,EUR,DELIVERED,"638 Tech Park Rd, Sydney, NSW 2000, Australia"
SO-2024-1166,Falcon Aerospace,info@falconaerospace.com,2024-07-05,37026.63,INR,SHIPPED,"298 Maple Dr, San Francisco, CA 94105, USA"
SO-2024-1167,Global Traders Ltd,info@globaltradersltd.com,2025-01-29,10998.37,GBP,DELIVERED,"610 Enterprise Ln, Miami, FL 33101, USA"
SO-2024-1168,NovaStar Tech,sales@novastartech.com,2025-04-10,38126.60,USD,PENDING,"782 Harbor Blvd, Miami, FL 33101, USA"
SO-2024-1169,Zenith Electronics,ops@zenithelectronics.com,2024-11-22,11497.65,GBP,CONFIRMED,"913 Warehouse Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1170,Quantum Retail,procurement@quantumretail.com,2024-07-28,63002.90,USD,SHIPPED,"30 Enterprise Ln, Austin, TX 73301, USA"
SO-2024-1171,SilverLine Transport,info@silverlinetransport.com,2025-04-23,87014.12,CAD,DELIVERED,"437 King St, Paris 75001, France"
SO-2024-1172,MegaTech Inc,procurement@megatechinc.com,2024-09-27,68778.92,GBP,CONFIRMED,"30 Central Ave, Singapore 048583, Singapore"
SO-2024-1173,Orbit Digital,purchase@orbitdigital.com,2025-02-10,43118.69,AUD,PENDING,"489 Innovation Dr, Hyderabad, Telangana 500001, India"
SO-2024-1174,Evergreen Foods,info@evergreenfoods.com,2025-05-25,7781.87,USD,DELIVERED,"450 River Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-1175,Phoenix Recycling,ops@phoenixrecycling.com,2025-05-04,54226.94,USD,DELIVERED,"11 Business Ave, San Francisco, CA 94105, USA"
SO-2024-1176,Acme Corporation,ops@acmecorporation.com,2024-04-13,81217.92,USD,CONFIRMED,"424 Maple Dr, Austin, TX 73301, USA"
SO-2024-1177,Summit Healthcare,admin@summithealthcare.com,2024-11-27,49226.64,SGD,DELIVERED,"754 Park Ave, Austin, TX 73301, USA"
SO-2024-1178,Zenith Electronics,admin@zenithelectronics.com,2025-06-07,89509.55,USD,SHIPPED,"575 Innovation Dr, Munich 80331, Germany"
SO-2024-1179,Sunrise Retail,purchase@sunriseretail.com,,24773.47,USD,CANCELLED,"551 Business Ave, Hyderabad, Telangana 500001, India"
SO-2024-1180,NovaStar Tech,procurement@novastartech.com,2025-04-29,46876.49,USD,DELIVERED,"251 Commerce Blvd, Mumbai, Maharashtra 400001, India"
SO-2024-1181,Sunrise Retail,purchase@sunriseretail.com,2024-01-18,34520.18,USD,CONFIRMED,"86 Enterprise Ln, Singapore 048583, Singapore"
SO-2024-1182,Phoenix Recycling,sales@phoenixrecycling.com,2024-06-07,68955.19,USD,CONFIRMED,"205 Enterprise Ln, Paris 75001, France"
SO-2024-1183,Evergreen Foods,info@evergreenfoods.com,2025-04-02,57986.23,USD,PENDING,"592 Park Ave, Dubai 00000, UAE"
SO-2024-1184,Acme Corporation,procurement@acmecorporation.com,2024-08-15,89985.59,USD,CONFIRMED,"501 Commerce Blvd, Houston, TX 77001, USA"
SO-2024-1185,Orbit Digital,procurement@orbitdigital.com,2024-10-31,74898.05,USD,DELIVERED,"40 Commerce Blvd, Delhi, Delhi 110001, India"
SO-2024-1186,Lumen Lighting,orders@lumenlighting.com,2024-06-17,63172.25,INR,SHIPPED,"900 Tech Park Rd, Singapore 048583, Singapore"
SO-2024-1187,Horizon Textiles,procurement@horizontextiles.com,,25157.17,USD,CANCELLED,"384 Market St, Mumbai, Maharashtra 400001, India"
SO-2024-1188,Dynamo Sports,supply@dynamosports.com,2024-09-28,48848.27,GBP,DELIVERED,"340 Business Ave, San Francisco, CA 94105, USA"
SO-2024-1189,NovaStar Tech,sales@novastartech.com,2024-09-21,42539.89,AUD,DELIVERED,"671 Central Ave, Seattle, WA 98101, USA"
SO-2024-1190,Keystone Construction,admin@keystoneconstruction.com,2024-02-10,92177.93,USD,CONFIRMED,"998 Harbor Blvd, Tokyo 100-0001, Japan"
SO-2024-1191,Apex Innovations,info@apexinnovations.com,2024-09-03,14353.24,USD,CONFIRMED,"482 Maple Dr, Chicago, IL 60601, USA"
SO-2024-1192,Phoenix Recycling,supply@phoenixrecycling.com,2025-04-28,51928.19,USD,PENDING,"831 Industrial Way, London EC1A 1BB, UK"
SO-2024-1193,Acme Corporation,supply@acmecorporation.com,2025-02-16,61323.86,AUD,DELIVERED,"695 Central Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1194,NovaStar Tech,info@novastartech.com,2025-02-24,82717.77,USD,PENDING,"743 Victoria Rd, Houston, TX 77001, USA"
SO-2024-1195,Dynamo Sports,sales@dynamosports.com,2025-01-11,99183.51,EUR,DELIVERED,"173 Oak St, Houston, TX 77001, USA"
SO-2024-1196,Evergreen Foods,admin@evergreenfoods.com,2024-12-10,78384.68,GBP,DELIVERED,"980 Queen St, Berlin 10115, Germany"
SO-2024-1197,Delta Systems,admin@deltasystems.com,2024-10-05,69087.24,EUR,SHIPPED,"493 Warehouse Rd, Delhi, Delhi 110001, India"
SO-2024-1198,Infoway Solutions,info@infowaysolutions.com,,68958.81,EUR,CANCELLED,"109 Market St, Boston, MA 02101, USA"
SO-2024-1199,CloudNine Services,supply@cloudnineservices.com,2024-10-09,45985.65,AUD,DELIVERED,"564 Industrial Way, San Francisco, CA 94105, USA"
SO-2024-1200,GreenLeaf Organics,admin@greenleaforganics.com,2025-01-08,23302.85,INR,SHIPPED,"128 Central Ave, London EC1A 1BB, UK"
SO-2024-1201,Quantum Retail,purchase@quantumretail.com,2025-04-10,24721.00,JPY,DELIVERED,"160 Warehouse Rd, Singapore 048583, Singapore"
SO-2024-1202,GreenLeaf Organics,admin@greenleaforganics.com,2024-12-13,67702.59,USD,DELIVERED,"976 Enterprise Ln, San Francisco, CA 94105, USA"
SO-2024-1203,MegaTech Inc,ops@megatechinc.com,2024-03-03,75014.24,GBP,SHIPPED,"277 Station Rd, Boston, MA 02101, USA"
SO-2024-1204,CoreBridge Solutions,info@corebridgesolutions.com,,74608.60,USD,CANCELLED,"669 Commerce Blvd, Seattle, WA 98101, USA"
SO-2024-1205,Lumen Lighting,supply@lumenlighting.com,2025-04-18,11688.80,USD,PENDING,"733 Harbor Blvd, Paris 75001, France"
SO-2024-1206,NovaStar Tech,ops@novastartech.com,2024-04-04,98687.09,USD,PENDING,"741 Commerce Blvd, Hyderabad, Telangana 500001, India"
SO-2024-1207,Infoway Solutions,info@infowaysolutions.com,2025-06-18,28671.39,USD,DELIVERED,"352 Tech Park Rd, Boston, MA 02101, USA"
SO-2024-1208,NovaStar Tech,admin@novastartech.com,2025-02-27,35094.67,CAD,DELIVERED,"682 Harbor Blvd, Dubai 00000, UAE"
SO-2024-1209,Vanguard Motors,supply@vanguardmotors.com,2024-10-30,61437.77,CAD,SHIPPED,"766 Oak St, Chicago, IL 60601, USA"
SO-2024-1210,Orbit Digital,sales@orbitdigital.com,2025-03-27,65337.53,CAD,PENDING,"777 Main St, London EC1A 1BB, UK"
SO-2024-1211,Ivory Tower Publishing,info@ivorytowerpublishing.com,2024-04-30,56004.86,EUR,DELIVERED,"776 Innovation Dr, Toronto, ON M5A 1A1, Canada"
SO-2024-1212,SilverLine Transport,purchase@silverlinetransport.com,,67819.54,USD,CANCELLED,"49 Innovation Dr, New York, NY 10001, USA"
SO-2024-1213,Acme Corporation,purchase@acmecorporation.com,2024-10-18,85227.20,INR,DELIVERED,"298 Oak St, San Francisco, CA 94105, USA"
SO-2024-1214,Falcon Aerospace,sales@falconaerospace.com,2024-05-27,64972.70,USD,DELIVERED,"434 Tech Park Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1215,Infoway Solutions,procurement@infowaysolutions.com,2024-03-10,10664.93,EUR,SHIPPED,"644 Park Ave, Seattle, WA 98101, USA"
SO-2024-1216,Sapphire Financial,sales@sapphirefinancial.com,2024-06-04,62610.68,SGD,DELIVERED,"627 King St, San Francisco, CA 94105, USA"
SO-2024-1217,TechStart India,supply@techstartindia.com,2024-03-15,64744.29,USD,SHIPPED,"174 Innovation Dr, Houston, TX 77001, USA"
SO-2024-1218,Keystone Construction,supply@keystoneconstruction.com,2025-05-22,1162.65,EUR,SHIPPED,"747 Market St, Paris 75001, France"
SO-2024-1219,BlueWave Logistics,purchase@bluewavelogistics.com,2024-04-22,7045.31,AUD,PENDING,"10 King St, Austin, TX 73301, USA"
SO-2024-1220,Quantum Retail,ops@quantumretail.com,2024-04-26,83565.87,AUD,SHIPPED,"459 High St, Los Angeles, CA 90001, USA"
SO-2024-1221,Vanguard Motors,orders@vanguardmotors.com,2025-05-22,82793.62,SGD,DELIVERED,"361 Main St, Manchester M1 1AA, UK"
SO-2024-1222,Acme Corporation,sales@acmecorporation.com,,62958.91,EUR,CANCELLED,"315 Tech Park Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-1223,Global Traders Ltd,orders@globaltradersltd.com,2025-01-31,64097.73,USD,PENDING,"509 Warehouse Rd, Berlin 10115, Germany"
SO-2024-1224,Atlas Engineering,orders@atlasengineering.com,2025-05-14,80635.86,INR,SHIPPED,"730 Oak St, Paris 75001, France"
SO-2024-1225,NovaStar Tech,purchase@novastartech.com,2025-05-03,57506.65,USD,PENDING,"323 Enterprise Ln, Denver, CO 80201, USA"
SO-2024-1226,Maple Creek Farms,admin@maplecreekfarms.com,2025-03-28,82784.46,CAD,DELIVERED,"381 Victoria Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1227,Acme Corporation,procurement@acmecorporation.com,2024-09-26,79026.92,USD,DELIVERED,"262 Commerce Blvd, London EC1A 1BB, UK"
SO-2024-1228,Summit Healthcare,purchase@summithealthcare.com,2024-07-28,30891.52,SGD,CONFIRMED,"306 High St, San Francisco, CA 94105, USA"
SO-2024-1229,Quantum Retail,info@quantumretail.com,2025-01-15,75117.27,USD,CONFIRMED,"758 Central Ave, Miami, FL 33101, USA"
SO-2024-1230,Cascade Energy,procurement@cascadeenergy.com,2025-02-24,14526.80,JPY,DELIVERED,"992 King St, Seattle, WA 98101, USA"
SO-2024-1231,Ironclad Security,orders@ironcladsecurity.com,2024-07-24,94420.50,AUD,DELIVERED,"720 River Rd, Singapore 048583, Singapore"
SO-2024-1232,JetStream Aviation,info@jetstreamaviation.com,2024-10-20,83635.02,JPY,PENDING,"741 Queen St, Manchester M1 1AA, UK"
SO-2024-1233,Orbit Digital,admin@orbitdigital.com,2024-06-21,37612.13,INR,CONFIRMED,"229 Tech Park Rd, London EC1A 1BB, UK"
SO-2024-1234,WildTrail Outdoors,ops@wildtrailoutdoors.com,2024-09-04,72439.44,USD,DELIVERED,"866 Maple Dr, Los Angeles, CA 90001, USA"
SO-2024-1235,Delta Systems,supply@deltasystems.com,2024-01-16,17814.05,JPY,DELIVERED,"589 Enterprise Ln, Bangalore, Karnataka 560001, India"
SO-2024-1236,Maple Creek Farms,supply@maplecreekfarms.com,2025-06-13,64031.13,USD,DELIVERED,"9 King St, Miami, FL 33101, USA"
SO-2024-1237,Omega Chemicals,purchase@omegachemicals.com,2025-04-01,77241.66,EUR,DELIVERED,"15 Enterprise Ln, Chennai, Tamil Nadu 600001, India"
SO-2024-1238,Vanguard Motors,orders@vanguardmotors.com,2024-01-16,17181.64,SGD,SHIPPED,"744 Industrial Way, San Francisco, CA 94105, USA"
SO-2024-1239,Atlas Engineering,info@atlasengineering.com,2025-06-12,90329.02,USD,CONFIRMED,"117 Warehouse Rd, Miami, FL 33101, USA"
SO-2024-1240,Trident Pharma,info@tridentpharma.com,2024-01-18,57904.81,USD,CONFIRMED,"187 Station Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1241,Vanguard Motors,orders@vanguardmotors.com,2024-05-18,7572.50,USD,PENDING,"687 River Rd, Los Angeles, CA 90001, USA"
SO-2024-1242,Frontier Agriculture,info@frontieragriculture.com,2024-04-10,34266.67,INR,SHIPPED,"317 Enterprise Ln, Miami, FL 33101, USA"
SO-2024-1243,Apex Innovations,purchase@apexinnovations.com,,69512.02,USD,CANCELLED,"961 Victoria Rd, Manchester M1 1AA, UK"
SO-2024-1244,Apex Innovations,sales@apexinnovations.com,2025-05-19,71962.83,AUD,SHIPPED,"123 Oak St, Manchester M1 1AA, UK"
SO-2024-1245,GreenLeaf Organics,ops@greenleaforganics.com,2024-04-11,81452.12,USD,DELIVERED,"23 Innovation Dr, Munich 80331, Germany"
SO-2024-1246,Nordic Supplies AB,purchase@nordicsuppliesab.com,2024-05-21,88806.45,SGD,DELIVERED,"717 Enterprise Ln, Boston, MA 02101, USA"
SO-2024-1247,BrightPath Labs,info@brightpathlabs.com,2024-12-09,33175.71,JPY,DELIVERED,"361 Warehouse Rd, Boston, MA 02101, USA"
SO-2024-1248,Sunrise Retail,procurement@sunriseretail.com,2024-06-22,90945.21,USD,DELIVERED,"733 Innovation Dr, New York, NY 10001, USA"
SO-2024-1249,Ironclad Security,purchase@ironcladsecurity.com,,90178.17,USD,CANCELLED,"460 Enterprise Ln, Toronto, ON M5A 1A1, Canada"
SO-2024-1250,JetStream Aviation,purchase@jetstreamaviation.com,2024-11-17,59639.61,USD,DELIVERED,"313 Innovation Dr, Toronto, ON M5A 1A1, Canada"
SO-2024-1251,Sunrise Retail,sales@sunriseretail.com,2024-09-07,91740.77,USD,SHIPPED,"933 River Rd, Hyderabad, Telangana 500001, India"
SO-2024-1252,Zenith Electronics,admin@zenithelectronics.com,2024-02-18,91421.68,USD,SHIPPED,"12 Station Rd, Miami, FL 33101, USA"
SO-2024-1253,JetStream Aviation,purchase@jetstreamaviation.com,2025-05-23,500.88,AUD,CONFIRMED,"469 Maple Dr, Miami, FL 33101, USA"
SO-2024-1254,BrightPath Labs,ops@brightpathlabs.com,2025-05-20,27332.86,INR,CONFIRMED,"181 Market St, London EC1A 1BB, UK"
SO-2024-1255,ClearView Optics,ops@clearviewoptics.com,2025-05-17,36647.12,EUR,SHIPPED,"664 Market St, Manchester M1 1AA, UK"
SO-2024-1256,Vanguard Motors,ops@vanguardmotors.com,,55214.46,GBP,CANCELLED,"341 Enterprise Ln, Paris 75001, France"
SO-2024-1257,Ivory Tower Publishing,procurement@ivorytowerpublishing.com,2024-04-21,89821.91,USD,DELIVERED,"258 Enterprise Ln, Dubai 00000, UAE"
SO-2024-1258,Dynamo Sports,sales@dynamosports.com,2024-02-13,97704.63,EUR,SHIPPED,"621 Industrial Way, Mumbai, Maharashtra 400001, India"
SO-2024-1259,Falcon Aerospace,orders@falconaerospace.com,2024-08-10,5057.54,USD,DELIVERED,"325 Business Ave, Los Angeles, CA 90001, USA"
SO-2024-1260,Pinnacle Group,sales@pinnaclegroup.com,2024-09-15,20815.04,GBP,SHIPPED,"56 Business Ave, Hyderabad, Telangana 500001, India"
SO-2024-1261,Neptune Fisheries,supply@neptunefisheries.com,2024-09-06,53675.67,USD,DELIVERED,"884 Main St, Hyderabad, Telangana 500001, India"
SO-2024-1262,Frontier Agriculture,procurement@frontieragriculture.com,2025-01-02,41422.61,USD,CONFIRMED,"475 Warehouse Rd, Boston, MA 02101, USA"
SO-2024-1263,Nordic Supplies AB,ops@nordicsuppliesab.com,2025-05-04,67135.80,USD,PENDING,"755 River Rd, Miami, FL 33101, USA"
SO-2024-1264,Cascade Energy,info@cascadeenergy.com,2024-11-25,77391.25,USD,CONFIRMED,"258 Enterprise Ln, Bangalore, Karnataka 560001, India"
SO-2024-1265,Trident Pharma,orders@tridentpharma.com,2024-03-29,60117.42,USD,PENDING,"347 Industrial Way, Delhi, Delhi 110001, India"
SO-2024-1266,Sunrise Retail,sales@sunriseretail.com,2025-02-18,86583.78,EUR,SHIPPED,"185 Main St, Bangalore, Karnataka 560001, India"
SO-2024-1267,Pinnacle Group,admin@pinnaclegroup.com,2025-05-17,37464.05,GBP,PENDING,"318 Industrial Way, Munich 80331, Germany"
SO-2024-1268,Pinnacle Group,purchase@pinnaclegroup.com,2025-06-07,6873.65,SGD,SHIPPED,"837 Central Ave, Houston, TX 77001, USA"
SO-2024-1269,Vanguard Motors,info@vanguardmotors.com,2024-11-08,94306.79,CAD,SHIPPED,"802 Commerce Blvd, Austin, TX 73301, USA"
SO-2024-1270,NovaStar Tech,orders@novastartech.com,2025-05-29,54758.07,EUR,CONFIRMED,"205 Commerce Blvd, Singapore 048583, Singapore"
SO-2024-1271,Omega Chemicals,info@omegachemicals.com,,15431.32,USD,CANCELLED,"459 King St, Dubai 00000, UAE"
SO-2024-1272,Neptune Fisheries,admin@neptunefisheries.com,2024-03-03,22461.80,JPY,SHIPPED,"18 Market St, Mumbai, Maharashtra 400001, India"
SO-2024-1273,Keystone Construction,admin@keystoneconstruction.com,2025-02-03,26155.74,EUR,DELIVERED,"609 River Rd, Singapore 048583, Singapore"
SO-2024-1274,Mosaic Designs,procurement@mosaicdesigns.com,2024-04-29,33856.44,INR,SHIPPED,"844 Main St, Tokyo 100-0001, Japan"
SO-2024-1275,Beacon Software,info@beaconsoftware.com,2025-04-26,44336.33,GBP,CONFIRMED,"800 River Rd, Denver, CO 80201, USA"
SO-2024-1276,BrightPath Labs,admin@brightpathlabs.com,2024-07-23,526.84,INR,DELIVERED,"888 Park Ave, Seattle, WA 98101, USA"
SO-2024-1277,Global Traders Ltd,ops@globaltradersltd.com,2024-12-27,14143.73,USD,DELIVERED,"931 Commerce Blvd, Seattle, WA 98101, USA"
SO-2024-1278,Falcon Aerospace,info@falconaerospace.com,2025-04-24,55789.11,USD,DELIVERED,"864 River Rd, Hyderabad, Telangana 500001, India"
SO-2024-1279,ClearView Optics,info@clearviewoptics.com,2024-11-24,8187.00,USD,CONFIRMED,"586 Market St, Chicago, IL 60601, USA"
SO-2024-1280,Omega Chemicals,supply@omegachemicals.com,2024-12-15,64331.79,USD,PENDING,"898 Station Rd, Bangalore, Karnataka 560001, India"
SO-2024-1281,Frontier Agriculture,procurement@frontieragriculture.com,2024-10-16,4266.60,GBP,CONFIRMED,"186 Market St, Miami, FL 33101, USA"
SO-2024-1282,Sunrise Retail,orders@sunriseretail.com,2024-05-10,78521.95,CAD,PENDING,"807 Industrial Way, Toronto, ON M5A 1A1, Canada"
SO-2024-1283,Falcon Aerospace,ops@falconaerospace.com,2024-10-19,98476.33,EUR,SHIPPED,"726 Central Ave, Houston, TX 77001, USA"
SO-2024-1284,Quantum Retail,orders@quantumretail.com,2024-11-08,75523.47,GBP,CONFIRMED,"197 Innovation Dr, Los Angeles, CA 90001, USA"
SO-2024-1285,Mosaic Designs,sales@mosaicdesigns.com,2024-05-05,38548.28,GBP,PENDING,"384 River Rd, Dubai 00000, UAE"
SO-2024-1286,Vanguard Motors,orders@vanguardmotors.com,2024-12-23,3809.74,INR,DELIVERED,"48 Business Ave, Paris 75001, France"
SO-2024-1287,Eclipse Media,admin@eclipsemedia.com,2024-10-11,67761.38,USD,SHIPPED,"80 Victoria Rd, San Francisco, CA 94105, USA"
SO-2024-1288,PrimePath Consulting,info@primepathconsulting.com,2025-01-16,81555.52,USD,SHIPPED,"819 Warehouse Rd, Berlin 10115, Germany"
SO-2024-1289,Ironclad Security,procurement@ironcladsecurity.com,,45437.38,AUD,CANCELLED,"867 Business Ave, New York, NY 10001, USA"
SO-2024-1290,Ivory Tower Publishing,sales@ivorytowerpublishing.com,2024-04-07,15149.14,INR,SHIPPED,"260 Queen St, Delhi, Delhi 110001, India"
SO-2024-1291,Vertex Analytics,procurement@vertexanalytics.com,2025-01-22,85307.53,INR,DELIVERED,"28 High St, Mumbai, Maharashtra 400001, India"
SO-2024-1292,Apex Innovations,info@apexinnovations.com,2025-04-23,62068.26,USD,PENDING,"276 Harbor Blvd, Chennai, Tamil Nadu 600001, India"
SO-2024-1293,Zenith Electronics,orders@zenithelectronics.com,2024-02-06,89022.38,USD,CONFIRMED,"325 Commerce Blvd, San Francisco, CA 94105, USA"
SO-2024-1294,CoreBridge Solutions,sales@corebridgesolutions.com,2025-05-26,90177.24,USD,PENDING,"277 King St, Denver, CO 80201, USA"
